,NAME,STATE,STATEFP,COUNTYFP,NAMELSAD,POINT,SITE
3806,Audubon,Iowa,19,009,Audubon County,POINT (-94.721985 41.51432),62912
3807,Haskell,Texas,48,207,Haskell County,POINT (-99.47927900000001 33.312218),12167
3808,Haskell,Texas,48,207,Haskell County,POINT (-99.940979 33.367306),12298
3809,Logan,Oklahoma,40,083,Logan County,POINT (-97.1427 35.747543),21954
3810,Logan,Oklahoma,40,083,Logan County,POINT (-97.32894899999999 36.00243),23257
3811,Logan,Oklahoma,40,083,Logan County,POINT (-97.395905 35.946369),22981
3812,Oneida,New York,36,065,Oneida County,POINT (-75.30688499999999 42.98101),104696
3813,Oneida,New York,36,065,Oneida County,POINT (-75.313385 42.96302),104512
3814,Oneida,New York,36,065,Oneida County,POINT (-75.28735399999999 43.034981),105169
3815,Lake,Colorado,08,065,Lake County,POINT (-106.398224 39.273796),46621
3816,Pittsburg,Oklahoma,40,121,Pittsburg County,POINT (-95.78729199999999 35.056778),17264
3817,Pittsburg,Oklahoma,40,121,Pittsburg County,POINT (-95.543457 34.707912),15382
3818,Pittsburg,Oklahoma,40,121,Pittsburg County,POINT (-95.677002 34.726746),15447
3819,Doddridge,West Virginia,54,017,Doddridge County,POINT (-80.738434 39.341038),51129
3820,Wirt,West Virginia,54,105,Wirt County,POINT (-81.512024 39.058098),48619
3821,Wirt,West Virginia,54,105,Wirt County,POINT (-81.537689 38.948868),47886
3822,Carroll,New Hampshire,33,003,Carroll County,POINT (-71.533417 43.814877),113173
3823,Carroll,New Hampshire,33,003,Carroll County,POINT (-71.27868700000001 43.717461),113053
3824,Carroll,New Hampshire,33,003,Carroll County,POINT (-71.303223 43.723114),113052
3825,Tyler,West Virginia,54,095,Tyler County,POINT (-80.96920799999999 39.394047),51312
3826,Le Sueur,Minnesota,27,079,Le Sueur County,POINT (-93.567932 44.26778),97185
3827,Le Sueur,Minnesota,27,079,Le Sueur County,POINT (-93.927887 44.386814),98739
3828,Le Sueur,Minnesota,27,079,Le Sueur County,POINT (-93.59549 44.231117),96647
3829,Douglas,Washington,53,017,Douglas County,POINT (-119.411224 47.68655),125969
3830,Douglas,Washington,53,017,Douglas County,POINT (-119.384735 47.691929),125970
3831,Douglas,Washington,53,017,Douglas County,POINT (-119.419189 47.704388),126004
3832,Cattaraugus,New York,36,009,Cattaraugus County,POINT (-78.54626500000001 42.486488),91871
3833,Cattaraugus,New York,36,009,Cattaraugus County,POINT (-78.570892 42.490505),91870
3834,Cattaraugus,New York,36,009,Cattaraugus County,POINT (-78.521637 42.482464),91872
3835,Dodge,Wisconsin,55,027,Dodge County,POINT (-88.54489100000001 43.614822),91629
3836,Dodge,Wisconsin,55,027,Dodge County,POINT (-88.496948 43.387196),89103
3837,Dodge,Wisconsin,55,027,Dodge County,POINT (-89.006348 43.215256),86168
3838,Jones,Iowa,19,105,Jones County,POINT (-91.097961 42.098419),71935
3839,Jones,Iowa,19,105,Jones County,POINT (-91.060303 41.947678),69895
3840,Jones,Iowa,19,105,Jones County,POINT (-91.328979 42.034172),70940
3841,Barber,Kansas,20,007,Barber County,POINT (-98.44754 37.343998),33028
3842,Barber,Kansas,20,007,Barber County,POINT (-98.448944 37.380867),33291
3843,Barber,Kansas,20,007,Barber County,POINT (-98.494629 37.361294),33156
3844,Pulaski,Missouri,29,169,Pulaski County,POINT (-92.086517 37.777924),37038
3845,Pulaski,Missouri,29,169,Pulaski County,POINT (-92.252014 37.747223),36792
3846,Pulaski,Missouri,29,169,Pulaski County,POINT (-92.108704 37.79726),37148
3847,Dale,Alabama,01,045,Dale County,POINT (-85.502869 31.296909),9278
3848,Logan,Kansas,20,109,Logan County,POINT (-101.37616 38.747837),42268
3849,Gentry,Missouri,29,075,Gentry County,POINT (-94.31304900000001 40.171745),49226
3850,Gentry,Missouri,29,075,Gentry County,POINT (-94.50946 40.081989),48670
3851,Gentry,Missouri,29,075,Gentry County,POINT (-94.576965 40.305519),50022
3852,Blaine,Nebraska,31,009,Blaine County,POINT (-99.73071299999999 41.828903),67420
3853,Blaine,Nebraska,31,009,Blaine County,POINT (-100.235504 41.903255),68850
3854,Blaine,Nebraska,31,009,Blaine County,POINT (-99.70806899999999 41.866913),68006
3855,Daggett,Utah,49,009,Daggett County,POINT (-109.678192 40.863022),65270
3856,Daggett,Utah,49,009,Daggett County,POINT (-109.601471 40.854172),65019
3857,Daggett,Utah,49,009,Daggett County,POINT (-109.722382 40.838413),65015
3858,Platte,Wyoming,56,031,Platte County,POINT (-105.248383 42.542061),79842
3859,Platte,Wyoming,56,031,Platte County,POINT (-104.844284 41.883568),72328
3860,Platte,Wyoming,56,031,Platte County,POINT (-105.182846 42.285526),76685
3861,Gaston,North Carolina,37,071,Gaston County,POINT (-81.302429 35.186008),25160
3862,Guadalupe,New Mexico,35,019,Guadalupe County,POINT (-105.209259 34.566113),16853
3863,Guadalupe,New Mexico,35,019,Guadalupe County,POINT (-105.114639 34.851471),18777
3864,Guadalupe,New Mexico,35,019,Guadalupe County,POINT (-104.954651 34.995392),19679
3865,Golden Valley,Montana,30,037,Golden Valley County,POINT (-109.531067 46.073647),114702
3866,Golden Valley,Montana,30,037,Golden Valley County,POINT (-109.253174 46.502781),116464
3867,Golden Valley,Montana,30,037,Golden Valley County,POINT (-109.478119 46.079895),114704
3868,Johnston,North Carolina,37,101,Johnston County,POINT (-78.564758 35.405369),29863
3869,Santa Clara,California,06,085,Santa Clara County,POINT (-121.588043 37.282692),51520
3870,Charleston,South Carolina,45,019,Charleston County,POINT (-79.9776 32.702934),13365
3871,Charleston,South Carolina,45,019,Charleston County,POINT (-79.998779 32.706551),13364
3872,Charleston,,45,019,Charleston County,POINT (-79.943878 32.660061),13270
3873,Benton,Washington,53,005,Benton County,POINT (-119.337051 46.223812),122150
3874,Benton,Washington,53,005,Benton County,POINT (-119.82962 46.510033),123487
3875,Benton,Washington,53,005,Benton County,POINT (-119.427444 46.302284),122544
3876,Adair,Missouri,29,001,Adair County,POINT (-92.411896 40.290947),50262
3877,Erie,Ohio,39,043,Erie County,POINT (-82.505127 41.376587),72197
3878,Erie,Ohio,39,043,Erie County,POINT (-82.810394 41.358589),71522
3879,Erie,,39,043,Erie County,POINT (-82.487976 41.562862),74205
3880,Vermilion,Illinois,17,183,Vermilion County,POINT (-87.88494900000001 40.22401),51805
3881,Vermilion,Illinois,17,183,Vermilion County,POINT (-87.63458300000001 40.446732),54212
3882,Vermilion,Illinois,17,183,Vermilion County,POINT (-87.79257200000001 40.365963),53315
3883,St. Louis,Missouri,29,189,St. Louis County,POINT (-90.29431200000001 38.451935),40811
3884,St. Louis,Missouri,29,189,St. Louis County,POINT (-90.568939 38.55957),41259
3885,St. Louis,Missouri,29,189,St. Louis County,POINT (-90.404297 38.810265),42602
3886,Boone,Illinois,17,007,Boone County,POINT (-88.82678199999999 42.176315),74177
3887,Boone,Illinois,17,007,Boone County,POINT (-88.874512 42.198147),74369
3888,Boone,Illinois,17,007,Boone County,POINT (-88.74273700000001 42.450798),77015
3889,Tehama,California,06,103,Tehama County,POINT (-121.932236 39.960884),82169
3890,Tehama,California,06,103,Tehama County,POINT (-122.200989 40.106686),84874
3891,Tehama,California,06,103,Tehama County,POINT (-122.460449 39.999725),84357
3892,Dane,Wisconsin,55,025,Dane County,POINT (-89.58886699999999 43.045483),83293
3893,Dane,Wisconsin,55,025,Dane County,POINT (-89.125641 43.07336),84043
3894,Dane,Wisconsin,55,025,Dane County,POINT (-89.79589799999999 43.020096),82805
3895,Fisher,Texas,48,151,Fisher County,POINT (-100.632568 32.625275),10886
3896,Sabine,Louisiana,22,085,Sabine Parish,POINT (-93.318787 31.375465),8881
3897,Morgan,Illinois,17,137,Morgan County,POINT (-90.23266599999999 39.63607),46653
3898,Morgan,Illinois,17,137,Morgan County,POINT (-90.227478 39.691521),47013
3899,Morgan,Illinois,17,137,Morgan County,POINT (-90.483459 39.798309),47724
3900,Pulaski,Georgia,13,235,Pulaski County,POINT (-83.577209 32.122498),11247
3901,Bertie,North Carolina,37,015,Bertie County,POINT (-76.784088 36.181591),38131
3902,Stanly,North Carolina,37,167,Stanly County,POINT (-80.30413799999999 35.440411),27696
3903,Greene,North Carolina,37,079,Greene County,POINT (-77.625122 35.38168),31174
3904,Leslie,Kentucky,21,131,Leslie County,POINT (-83.43499799999999 37.10503),37258
3905,Somerset,,24,039,Somerset County,POINT (-75.71579 37.981422),48161
3906,Somerset,,24,039,Somerset County,POINT (-75.653656 37.949646),48035
3907,Somerset,,24,039,Somerset County,POINT (-75.811707 38.058167),48527
3908,Marshall,Illinois,17,123,Marshall County,POINT (-89.574738 41.086208),59912
3909,Marshall,Illinois,17,123,Marshall County,POINT (-89.62973 41.033638),59250
3910,Marshall,Illinois,17,123,Marshall County,POINT (-89.63562 40.978111),58553
3911,Lyon,Kentucky,21,143,Lyon County,POINT (-87.92617799999999 36.974926),32547
3912,Concho,Texas,48,095,Concho County,POINT (-99.876465 31.134502),8564
3913,Concho,Texas,48,095,Concho County,POINT (-99.89651499999999 31.115578),8529
3914,Concho,Texas,48,095,Concho County,POINT (-99.875427 31.116444),8530
3915,Coke,Texas,48,081,Coke County,POINT (-100.357178 31.711353),9178
3916,Coke,Texas,48,081,Coke County,POINT (-100.769958 31.818375),9367
3917,Coke,Texas,48,081,Coke County,POINT (-100.781403 31.981262),9590
3918,Overton,Tennessee,47,133,Overton County,POINT (-85.244934 36.350037),29714
3919,Huron,Michigan,26,063,Huron County,POINT (-83.18514999999999 43.816471),100755
3920,Huron,Michigan,26,063,Huron County,POINT (-83.256561 43.730492),99569
3921,Huron,Michigan,26,063,Huron County,POINT (-82.90954600000001 43.878372),101775
3922,Iosco,Michigan,26,069,Iosco County,POINT (-83.57135 44.445076),106189
3923,Iosco,Michigan,26,069,Iosco County,POINT (-83.605194 44.411152),105951
3924,Iosco,Michigan,26,069,Iosco County,POINT (-83.449341 44.280537),105155
3925,Coffee,Georgia,13,069,Coffee County,POINT (-82.86135899999999 31.455513),10181
3926,Ware,Georgia,13,299,Ware County,POINT (-82.561401 31.44936),10264
3927,Grant,North Dakota,38,037,Grant County,POINT (-101.368195 46.424202),113346
3928,Grant,North Dakota,38,037,Grant County,POINT (-101.393311 46.404358),113288
3929,Grant,North Dakota,38,037,Grant County,POINT (-101.369995 46.442787),113399
3930,Jefferson,Louisiana,22,051,Jefferson Parish,POINT (-90.17364499999999 30.183262),7001
3931,Jefferson,Louisiana,22,051,Jefferson Parish,POINT (-90.054535 29.868984),6129
3932,Jefferson,Louisiana,22,051,Jefferson Parish,POINT (-90.098938 29.835789),6020
3933,St. Tammany,Louisiana,22,103,St. Tammany Parish,POINT (-89.98672500000001 30.171295),7006
3934,St. Tammany,Louisiana,22,103,St. Tammany Parish,POINT (-90.15136699999999 30.199909),7065
3935,St. Tammany,Louisiana,22,103,St. Tammany Parish,POINT (-89.892578 30.291534),7265
3936,Hardin,Iowa,19,083,Hardin County,POINT (-93.391846 42.420147),74546
3937,Hardin,Iowa,19,083,Hardin County,POINT (-93.39102200000001 42.438736),74726
3938,Hardin,Iowa,19,083,Hardin County,POINT (-93.367493 42.400948),74364
3939,Cameron,Louisiana,22,023,Cameron Parish,POINT (-92.621216 29.62085),5244
3940,Cameron,Louisiana,22,023,Cameron Parish,POINT (-92.675415 29.78466),5627
3941,Cameron,Louisiana,22,023,Cameron Parish,POINT (-92.635803 29.74725),5569
3942,Clinton,Ohio,39,027,Clinton County,POINT (-83.60983299999999 39.446045),49275
3943,Clinton,Ohio,39,027,Clinton County,POINT (-83.737427 39.536304),49744
3944,Clinton,Ohio,39,027,Clinton County,POINT (-83.677277 39.472893),49420
3945,St. Louis,Minnesota,27,137,St. Louis County,POINT (-92.62011699999999 47.542965),117798
3946,St. Louis,Minnesota,27,137,St. Louis County,POINT (-93.03866600000001 47.460999),117497
3947,St. Louis,Minnesota,27,137,St. Louis County,POINT (-92.338623 46.807552),114731
3948,Lorain,Ohio,39,093,Lorain County,POINT (-82.059021 41.243195),71293
3949,Lorain,,39,093,Lorain County,POINT (-82.34112500000001 41.544037),74211
3950,Lorain,Ohio,39,093,Lorain County,POINT (-82.074799 41.282997),71759
3951,Boone,Iowa,19,015,Boone County,POINT (-93.708496 42.055225),70142
3952,Boone,Iowa,19,015,Boone County,POINT (-94.03881800000001 41.912964),68049
3953,Boone,Iowa,19,015,Boone County,POINT (-94.088165 41.932446),68339
3954,Polk,Texas,48,373,Polk County,POINT (-94.898865 30.66647),7603
3955,Dixon,Nebraska,31,051,Dixon County,POINT (-96.99850499999999 42.614334),76152
3956,Harford,,24,025,Harford County,POINT (-76.18884300000001 39.373993),59792
3957,Harford,Maryland,24,025,Harford County,POINT (-76.24115 39.365097),59579
3958,Harford,Maryland,24,025,Harford County,POINT (-76.20620700000001 39.396492),60004
3959,Edgefield,South Carolina,45,037,Edgefield County,POINT (-81.756439 33.748096),15810
3960,Accomack,,51,001,Accomack County,POINT (-75.364014 37.947151),48418
3961,Accomack,,51,001,Accomack County,POINT (-75.427155 37.902966),48036
3962,Accomack,,51,001,Accomack County,POINT (-75.704865 37.941044),47896
3963,Calumet,Wisconsin,55,015,Calumet County,POINT (-88.252441 44.062325),97754
3964,Calumet,Wisconsin,55,015,Calumet County,POINT (-88.077026 44.012535),97222
3965,Calumet,Wisconsin,55,015,Calumet County,POINT (-88.294067 44.14006),98774
3966,Knox,Kentucky,21,121,Knox County,POINT (-84.00882 36.914829),35341
3967,Ionia,Michigan,26,067,Ionia County,POINT (-85.219116 42.850475),85354
3968,Ionia,Michigan,26,067,Ionia County,POINT (-85.014526 42.84874),85637
3969,Ionia,Michigan,26,067,Ionia County,POINT (-84.849152 42.775513),84797
3970,New Hanover,,37,129,New Hanover County,POINT (-77.796234 34.211105),22807
3971,New Hanover,North Carolina,37,129,New Hanover County,POINT (-77.854187 34.165901),22480
3972,New Hanover,North Carolina,37,129,New Hanover County,POINT (-77.933594 34.12476),22191
3973,Obion,Tennessee,47,131,Obion County,POINT (-89.299774 36.466572),27694
3974,Obion,Tennessee,47,131,Obion County,POINT (-89.27505499999999 36.48336),27860
3975,Obion,Tennessee,47,131,Obion County,POINT (-89.411682 36.271019),26062
3976,Calloway,Kentucky,21,035,Calloway County,POINT (-88.46038799999999 36.572708),29216
3977,Albemarle,Virginia,51,003,Albemarle County,POINT (-78.733521 38.131237),45705
3978,Albemarle,Virginia,51,003,Albemarle County,POINT (-78.751465 38.15324),45788
3979,Albemarle,Virginia,51,003,Albemarle County,POINT (-78.781525 38.04496),45165
3980,Robertson,Tennessee,47,147,Robertson County,POINT (-86.95993 36.428883),29074
3981,Clarke,Virginia,51,043,Clarke County,POINT (-78.003418 38.988777),52084
3982,Clarke,Virginia,51,043,Clarke County,POINT (-77.998108 39.006805),52284
3983,Clarke,Virginia,51,043,Clarke County,POINT (-77.94104 39.03463),52646
3984,Garfield,Washington,53,023,Garfield County,POINT (-117.369843 46.419483),121437
3985,Garfield,Washington,53,023,Garfield County,POINT (-117.51181 46.353977),121271
3986,Garfield,Washington,53,023,Garfield County,POINT (-117.550385 46.52055),121958
3987,Cook,Minnesota,27,031,Cook County,POINT (-90.71957399999999 48.051842),120402
3988,Cook,Minnesota,27,031,Cook County,POINT (-90.664001 48.049374),120404
3989,Cook,Minnesota,27,031,Cook County,POINT (-90.691772 48.05061),120403
3990,Oconee,South Carolina,45,073,Oconee County,POINT (-83.04980500000001 34.988804),22364
3991,East Baton Rouge,Louisiana,22,033,East Baton Rouge Parish,POINT (-91.21283 30.549751),7605
3992,Claiborne,Mississippi,28,021,Claiborne County,POINT (-91.182343 31.888584),9461
3993,St. Mary's,Maryland,24,037,St. Mary's County,POINT (-76.357849 38.167305),48525
3994,St. Mary's,Maryland,24,037,St. Mary's County,POINT (-76.369263 38.131458),48294
3995,St. Mary's,Maryland,24,037,St. Mary's County,POINT (-76.38067599999999 38.171783),48524
3996,Kent,Michigan,26,081,Kent County,POINT (-85.622925 43.171307),89371
3997,Kent,Michigan,26,081,Kent County,POINT (-85.71521 43.086212),88039
3998,Kent,Michigan,26,081,Kent County,POINT (-85.477814 43.119865),88863
3999,Pitt,North Carolina,37,147,Pitt County,POINT (-77.391785 35.468895),32052
4000,Carbon,Montana,30,009,Carbon County,POINT (-108.881195 45.506954),112017
4001,Carbon,Montana,30,009,Carbon County,POINT (-108.88681 45.298714),111267
4002,Carbon,Montana,30,009,Carbon County,POINT (-108.292648 45.157578),110232
4003,Stanton,Nebraska,31,167,Stanton County,POINT (-97.309326 41.811325),66407
4004,Appling,Georgia,13,001,Appling County,POINT (-82.41027800000001 31.666183),10732
4005,Jasper,Iowa,19,099,Jasper County,POINT (-92.828552 41.642269),64699
4006,Jasper,Iowa,19,099,Jasper County,POINT (-92.971985 41.758011),66176
4007,Jasper,Iowa,19,099,Jasper County,POINT (-93.143646 41.818512),66940
4008,Wayne,Mississippi,28,153,Wayne County,POINT (-88.940765 31.619755),9276
4009,Wayne,Mississippi,28,153,Wayne County,POINT (-88.919556 31.618156),9277
4010,Cottle,Texas,48,101,Cottle County,POINT (-100.456787 33.89283),13236
4011,Greensville,Virginia,51,081,Greensville County,POINT (-77.509399 36.586536),39525
4012,Polk,Florida,12,105,Polk County,POINT (-81.677368 28.321804),4769
4013,Young,Texas,48,503,Young County,POINT (-98.740509 33.390919),12264
4014,Young,Texas,48,503,Young County,POINT (-98.56036400000001 33.250038),12026
4015,Young,Texas,48,503,Young County,POINT (-98.827789 33.388386),12263
4016,Tallapoosa,Alabama,01,123,Tallapoosa County,POINT (-85.743652 32.676895),11931
4017,Rockingham,New Hampshire,33,015,Rockingham County,POINT (-70.86309799999999 42.955368),110325
4018,Rockingham,New Hampshire,33,015,Rockingham County,POINT (-70.879456 42.978806),110446
4019,Rockingham,New Hampshire,33,015,Rockingham County,POINT (-70.80688499999999 42.961559),110449
4020,Rio Grande,Colorado,08,105,Rio Grande County,POINT (-106.616272 37.46151),37945
4021,Rio Grande,Colorado,08,105,Rio Grande County,POINT (-106.511505 37.677269),39110
4022,Rio Grande,Colorado,08,105,Rio Grande County,POINT (-106.433044 37.629597),38796
4023,Plymouth,Iowa,19,149,Plymouth County,POINT (-96.367126 42.711315),77195
4024,Plymouth,Iowa,19,149,Plymouth County,POINT (-96.342896 42.897449),79520
4025,Plymouth,Iowa,19,149,Plymouth County,POINT (-96.012665 42.786354),78170
4026,Yates,New York,36,123,Yates County,POINT (-77.29364 42.598946),95977
4027,Yates,New York,36,123,Yates County,POINT (-77.26907300000001 42.594639),95978
4028,Yates,New York,36,123,Yates County,POINT (-77.274933 42.576546),95713
4029,King,Washington,53,033,King County,POINT (-121.348114 47.196796),125813
4030,King,Washington,53,033,King County,POINT (-121.356659 47.214493),125858
4031,King,Washington,53,033,King County,POINT (-121.339584 47.1791),125771
4032,Deschutes,Oregon,41,017,Deschutes County,POINT (-121.542664 44.093094),115235
4033,Deschutes,Oregon,41,017,Deschutes County,POINT (-121.183807 43.903366),114071
4034,Deschutes,Oregon,41,017,Deschutes County,POINT (-121.061584 43.873226),113819
4035,Pottawattamie,Iowa,19,155,Pottawattamie County,POINT (-95.839478 41.224594),59218
4036,Pottawattamie,Iowa,19,155,Pottawattamie County,POINT (-95.394043 41.315861),60315
4037,Pottawattamie,Iowa,19,155,Pottawattamie County,POINT (-95.864166 41.224625),59217
4038,Wright,Missouri,29,229,Wright County,POINT (-92.496613 37.128262),31793
4039,Toole,Montana,30,101,Toole County,POINT (-112.143875 48.735592),125681
4040,Toole,Montana,30,101,Toole County,POINT (-111.284439 48.942879),125838
4041,Toole,Montana,30,101,Toole County,POINT (-112.071259 48.593483),125476
4042,Tioga,New York,36,107,Tioga County,POINT (-76.22817999999999 42.214687),93339
4043,Tioga,New York,36,107,Tioga County,POINT (-76.276855 42.22377),93337
4044,Tioga,New York,36,107,Tioga County,POINT (-76.172791 42.376976),95716
4045,Lee,Texas,48,287,Lee County,POINT (-97.284851 30.393639),7124
4046,Fulton,Georgia,13,121,Fulton County,POINT (-84.504639 33.545994),14014
4047,Cherokee,Texas,48,073,Cherokee County,POINT (-95.28228799999999 32.117764),9619
4048,Audrain,Missouri,29,007,Audrain County,POINT (-91.92749000000001 39.15995),43893
4049,Audrain,Missouri,29,007,Audrain County,POINT (-91.99664300000001 39.199722),44106
4050,Audrain,Missouri,29,007,Audrain County,POINT (-91.948914 39.197861),44108
4051,Colleton,South Carolina,45,029,Colleton County,POINT (-80.481201 32.528061),12842
4052,Colleton,South Carolina,45,029,Colleton County,POINT (-80.45172100000001 32.560223),12904
4053,Jefferson,Wisconsin,55,055,Jefferson County,POINT (-88.549316 42.979523),83304
4054,Jefferson,Wisconsin,55,055,Jefferson County,POINT (-88.586395 42.888607),82114
4055,Jefferson,Wisconsin,55,055,Jefferson County,POINT (-88.554016 42.942467),82814
4056,Greene,Arkansas,05,055,Greene County,POINT (-90.610535 36.159092),25275
4057,Greene,Arkansas,05,055,Greene County,POINT (-90.287689 36.196293),25559
4058,Greene,Arkansas,05,055,Greene County,POINT (-90.56665 36.138271),25156
4059,Hall,Texas,48,191,Hall County,POINT (-100.492584 34.421997),14807
4060,Hall,Texas,48,191,Hall County,POINT (-100.593842 34.600521),15367
4061,Hall,Texas,48,191,Hall County,POINT (-100.638245 34.598408),15365
4062,Burnett,Wisconsin,55,013,Burnett County,POINT (-92.118774 45.681458),109922
4063,Torrance,New Mexico,35,057,Torrance County,POINT (-105.411865 34.73093),18103
4064,Torrance,New Mexico,35,057,Torrance County,POINT (-105.310425 34.648563),17414
4065,Torrance,New Mexico,35,057,Torrance County,POINT (-105.424957 34.821846),18772
4066,Pacific,Washington,53,049,Pacific County,POINT (-124.052078 46.77462),126144
4067,Pacific,Washington,53,049,Pacific County,POINT (-123.810928 46.537525),125687
4068,Pacific,Washington,53,049,Pacific County,POINT (-123.94751 46.741272),126084
4069,Pender,North Carolina,37,141,Pender County,POINT (-77.68652299999999 34.358982),23747
4070,Hood,Texas,48,221,Hood County,POINT (-97.62777699999999 32.542374),10539
4071,Stanley,South Dakota,46,117,Stanley County,POINT (-100.723175 44.268997),98179
4072,Stanley,South Dakota,46,117,Stanley County,POINT (-100.328003 44.210411),97116
4073,Stanley,South Dakota,46,117,Stanley County,POINT (-100.689514 44.494289),101060
4074,Washoe,Nevada,32,031,Washoe County,POINT (-119.547668 39.902344),75291
4075,Washoe,Nevada,32,031,Washoe County,POINT (-119.968094 40.94912),88946
4076,Washoe,Nevada,32,031,Washoe County,POINT (-119.870926 40.078777),78057
4077,Ballard,Kentucky,21,007,Ballard County,POINT (-89.172943 37.012333),32158
4078,Ballard,Kentucky,21,007,Ballard County,POINT (-89.14798 37.029121),32292
4079,Ballard,Kentucky,21,007,Ballard County,POINT (-89.12893699999999 36.990829),32046
4080,Archer,Texas,48,009,Archer County,POINT (-98.57086200000001 33.523312),12447
4081,Archer,Texas,48,009,Archer County,POINT (-98.54827899999999 33.505676),12417
4082,Archer,Texas,48,009,Archer County,POINT (-98.93103000000001 33.750332),12834
4083,Baylor,Texas,48,023,Baylor County,POINT (-99.406982 33.606812),12631
4084,Baylor,Texas,48,023,Baylor County,POINT (-99.240753 33.795193),12943
4085,Baylor,Texas,48,023,Baylor County,POINT (-99.21792600000001 33.777695),12896
4086,San Augustine,Texas,48,405,San Augustine County,POINT (-94.075867 31.593224),9027
4087,Storey,Nevada,32,029,Storey County,POINT (-119.631271 39.476166),71063
4088,Storey,Nevada,32,029,Storey County,POINT (-119.677185 39.465382),71062
4089,Storey,Nevada,32,029,Storey County,POINT (-119.571411 39.451477),70536
4090,Schley,Georgia,13,249,Schley County,POINT (-84.33669999999999 32.36673),11576
4091,Fairfield,Connecticut,09,001,Fairfield County,POINT (-73.519165 41.554256),92088
4092,Fairfield,Connecticut,09,001,Fairfield County,POINT (-73.536987 41.306747),89414
4093,Fairfield,Connecticut,09,001,Fairfield County,POINT (-73.523285 41.342445),89893
4094,Madison,Texas,48,313,Madison County,POINT (-96.13696299999999 30.979778),8075
4095,San Joaquin,California,06,077,San Joaquin County,POINT (-121.364929 37.80714),56130
4096,San Joaquin,California,06,077,San Joaquin County,POINT (-121.445221 38.000118),58468
4097,San Joaquin,California,06,077,San Joaquin County,POINT (-121.422974 38.005886),58469
4098,Winston,Mississippi,28,159,Winston County,POINT (-88.927155 32.98584),11969
4099,Henry,Kentucky,21,103,Henry County,POINT (-85.11108400000001 38.364086),42538
4100,Mercer,Kentucky,21,167,Mercer County,POINT (-84.796143 37.732922),39690
4101,Wheeler,Nebraska,31,183,Wheeler County,POINT (-98.314362 41.99894),69361
4102,Wheeler,Nebraska,31,183,Wheeler County,POINT (-98.58618199999999 41.91835),68300
4103,Wheeler,Nebraska,31,183,Wheeler County,POINT (-98.51284800000001 41.957291),68854
4104,Lewis,Kentucky,21,135,Lewis County,POINT (-83.52780199999999 38.536934),44203
4105,Grant,Minnesota,27,051,Grant County,POINT (-96.06701700000001 45.98933),111140
4106,Grant,Minnesota,27,051,Grant County,POINT (-96.201233 46.026428),111309
4107,Grant,Minnesota,27,051,Grant County,POINT (-96.120575 45.952026),110975
4108,Humphreys,Mississippi,28,053,Humphreys County,POINT (-90.51898199999999 33.21846),12172
4109,Humphreys,Mississippi,28,053,Humphreys County,POINT (-90.405365 33.01107),11786
4110,Humphreys,Mississippi,28,053,Humphreys County,POINT (-90.383698 33.009796),11787
4111,Clarke,Alabama,01,025,Clarke County,POINT (-87.895355 31.607964),9399
4112,Chase,Kansas,20,017,Chase County,POINT (-96.671295 38.313091),39560
4113,Chase,Kansas,20,017,Chase County,POINT (-96.64679 38.220852),39145
4114,Chase,Kansas,20,017,Chase County,POINT (-96.530609 38.387856),39821
4115,Trigg,Kentucky,21,221,Trigg County,POINT (-87.67385899999999 36.954205),32548
4116,Houston,Alabama,01,069,Houston County,POINT (-85.342163 31.096252),9088
4117,Aurora,South Dakota,46,003,Aurora County,POINT (-98.63183600000001 43.518051),87647
4118,Aurora,South Dakota,46,003,Aurora County,POINT (-98.75387600000001 43.924923),92537
4119,Aurora,South Dakota,46,003,Aurora County,POINT (-98.68573000000001 43.572639),88448
4120,Franklin,Nebraska,31,061,Franklin County,POINT (-98.95715300000001 40.329182),50367
4121,Franklin,Nebraska,31,061,Franklin County,POINT (-98.908508 40.330547),50369
4122,Franklin,Nebraska,31,061,Franklin County,POINT (-99.144989 40.193794),49592
4123,Kent,Maryland,24,029,Kent County,POINT (-76.230225 39.095642),56550
4124,Kent,Maryland,24,029,Kent County,POINT (-76.24749799999999 39.118118),56787
4125,Kent,Maryland,24,029,Kent County,POINT (-76.201233 39.10907),56789
4126,Crawford,Kansas,20,037,Crawford County,POINT (-94.73571800000001 37.347359),32923
4127,Crawford,Kansas,20,037,Crawford County,POINT (-94.777496 37.587708),34966
4128,Crawford,Kansas,20,037,Crawford County,POINT (-95.059631 37.406239),33312
4129,Chippewa,Minnesota,27,023,Chippewa County,POINT (-95.248474 45.055408),105661
4130,Chippewa,Minnesota,27,023,Chippewa County,POINT (-95.27578699999999 44.981075),105126
4131,Chippewa,Minnesota,27,023,Chippewa County,POINT (-95.24945099999999 44.980907),105127
4132,Pennington,South Dakota,46,103,Pennington County,POINT (-103.587891 44.035942),97115
4133,Pennington,South Dakota,46,103,Pennington County,POINT (-102.903503 43.968422),95528
4134,Pennington,South Dakota,46,103,Pennington County,POINT (-103.902557 43.864288),94981
4135,Hampton,South Carolina,45,049,Hampton County,POINT (-81.176453 32.955017),13546
4136,Fremont,Idaho,16,043,Fremont County,POINT (-111.181183 44.53801),108606
4137,Bryan,Georgia,13,029,Bryan County,POINT (-81.156494 31.8615),11437
4138,Dinwiddie,Virginia,51,053,Dinwiddie County,POINT (-77.89471399999999 37.131001),41611
