,NAME,STATE,STATEFP,COUNTYFP,NAMELSAD,POINT,SITE
2911,Cullman,Alabama,01,043,Cullman County,POINT (-87.004761 34.310097),15459
2912,Douglas,Georgia,13,097,Douglas County,POINT (-84.89175400000001 33.610237),14091
2913,Johnson,Nebraska,31,097,Johnson County,POINT (-96.376831 40.277378),49804
2914,Washington,North Carolina,37,187,Washington County,POINT (-76.391785 35.932762),37152
2915,Jones,South Dakota,46,075,Jones County,POINT (-100.588043 43.882931),92728
2916,Jones,South Dakota,46,075,Jones County,POINT (-100.562256 43.883991),92729
2917,Jones,South Dakota,46,075,Jones County,POINT (-100.615326 43.900452),92942
2918,Anson,North Carolina,37,007,Anson County,POINT (-80.316254 34.825642),23745
2919,Billings,North Dakota,38,007,Billings County,POINT (-103.234924 46.808907),115419
2920,Billings,North Dakota,38,007,Billings County,POINT (-103.264526 46.825779),115502
2921,Billings,North Dakota,38,007,Billings County,POINT (-103.237396 46.827454),115503
2922,Antelope,Nebraska,31,003,Antelope County,POINT (-98.01174899999999 41.93063),68310
2923,Antelope,Nebraska,31,003,Antelope County,POINT (-97.986755 41.931091),68311
2924,Antelope,Nebraska,31,003,Antelope County,POINT (-97.961792 41.931549),68312
2925,Gasconade,Missouri,29,073,Gasconade County,POINT (-91.58017 38.330524),39985
2926,Butler,Kentucky,21,031,Butler County,POINT (-86.85571299999999 37.160767),34796
2927,Campbell,Wyoming,56,005,Campbell County,POINT (-105.997467 43.50687),92523
2928,Campbell,Wyoming,56,005,Campbell County,POINT (-105.972015 43.509182),92524
2929,Campbell,Wyoming,56,005,Campbell County,POINT (-105.975189 43.52766),92725
2930,Morgan,Georgia,13,211,Morgan County,POINT (-83.545776 33.702427),14771
2931,Cross,Arkansas,05,037,Cross County,POINT (-90.855194 35.38076),20690
2932,Phillips,Arkansas,05,107,Phillips County,POINT (-91.056335 34.216843),14345
2933,Phillips,Arkansas,05,107,Phillips County,POINT (-91.054993 34.235096),14403
2934,Phillips,Arkansas,05,107,Phillips County,POINT (-91.032898 34.233959),14404
2935,St. James,Louisiana,22,093,St. James Parish,POINT (-90.67514 29.906906),6124
2936,Yuba,California,06,115,Yuba County,POINT (-121.500046 39.076122),71782
2937,Shelby,Alabama,01,117,Shelby County,POINT (-86.768463 33.295509),12748
2938,Ouray,Colorado,08,091,Ouray County,POINT (-107.879913 38.065971),41536
2939,Ouray,Colorado,08,091,Ouray County,POINT (-107.971741 38.298023),42714
2940,Ouray,Colorado,08,091,Ouray County,POINT (-108.09169 38.30246),42790
2941,Curry,New Mexico,35,009,Curry County,POINT (-103.080078 34.708126),16632
2942,Curry,New Mexico,35,009,Curry County,POINT (-103.170776 34.719864),16747
2943,Curry,New Mexico,35,009,Curry County,POINT (-103.14859 34.721485),16748
2944,Washita,Oklahoma,40,149,Washita County,POINT (-99.059753 35.119175),18046
2945,Washita,Oklahoma,40,149,Washita County,POINT (-99.03735399999999 35.119873),18047
2946,Washita,Oklahoma,40,149,Washita County,POINT (-99.014954 35.120567),18048
2947,Orange,North Carolina,37,135,Orange County,POINT (-79.221558 36.06596),33911
2948,Pulaski,Indiana,18,131,Pulaski County,POINT (-86.47680699999999 40.945946),61059
2949,Pulaski,Indiana,18,131,Pulaski County,POINT (-86.498322 40.966579),61288
2950,Pulaski,Indiana,18,131,Pulaski County,POINT (-86.473907 40.964378),61289
2951,Benzie,Michigan,26,019,Benzie County,POINT (-86.218903 44.520679),104854
2952,Benzie,Michigan,26,019,Benzie County,POINT (-86.13790899999999 44.53233),105010
2953,Benzie,Michigan,26,019,Benzie County,POINT (-86.099091 44.603973),105573
2954,Erie,,36,029,Erie County,POINT (-79.156006 42.698349),93081
2955,Erie,,36,029,Erie County,POINT (-79.175507 42.720425),93311
2956,Erie,,36,029,Erie County,POINT (-79.15072600000001 42.716545),93312
2957,Montgomery,Maryland,24,031,Montgomery County,POINT (-77.193359 39.317108),57025
2958,Carroll,Virginia,51,035,Carroll County,POINT (-80.697968 36.682785),37049
2959,St. Charles,Missouri,29,183,St. Charles County,POINT (-90.581329 38.689983),42012
2960,St. Charles,Missouri,29,183,St. Charles County,POINT (-90.557678 38.688721),42013
2961,St. Charles,Missouri,29,183,St. Charles County,POINT (-90.721619 38.715839),42103
2962,San Benito,California,06,069,San Benito County,POINT (-121.00441 36.447037),45513
2963,Queen Anne's,,24,035,Queen Anne's County,POINT (-76.213562 38.844265),53897
2964,Queen Anne's,,24,035,Queen Anne's County,POINT (-76.207733 38.862209),54085
2965,Queen Anne's,,24,035,Queen Anne's County,POINT (-76.201904 38.88015),54282
2966,Brown,Kansas,20,013,Brown County,POINT (-95.650452 39.758335),46436
2967,Brown,Kansas,20,013,Brown County,POINT (-95.65033 39.776859),46547
2968,Brown,Kansas,20,013,Brown County,POINT (-95.650238 39.795391),46646
2969,Bulloch,Georgia,13,031,Bulloch County,POINT (-81.781891 32.290752),12136
2970,Broadwater,Montana,30,007,Broadwater County,POINT (-111.769485 46.165459),116347
2971,Wheeler,Georgia,13,309,Wheeler County,POINT (-82.798828 32.218372),11704
2972,Holt,Missouri,29,087,Holt County,POINT (-95.089691 40.18137),49214
2973,Holt,Missouri,29,087,Holt County,POINT (-95.089417 40.199921),49363
2974,Holt,Missouri,29,087,Holt County,POINT (-95.140564 40.014908),48243
2975,Lipscomb,Texas,48,295,Lipscomb County,POINT (-100.452209 36.131989),24740
2976,Lipscomb,Texas,48,295,Lipscomb County,POINT (-100.466156 36.333946),25837
2977,Lipscomb,Texas,48,295,Lipscomb County,POINT (-100.443359 36.33498),25838
2978,Columbia,Oregon,41,009,Columbia County,POINT (-123.022812 45.782822),123472
2979,Florence,South Carolina,45,041,Florence County,POINT (-79.878632 33.932117),18866
2980,Florence,South Carolina,45,041,Florence County,POINT (-79.808441 34.125328),20388
2981,Florence,South Carolina,45,041,Florence County,POINT (-79.786804 34.121651),20389
2982,Mountrail,North Dakota,38,061,Mountrail County,POINT (-102.001038 48.503063),122560
2983,Mountrail,North Dakota,38,061,Mountrail County,POINT (-102.033295 48.538776),122717
2984,Mountrail,North Dakota,38,061,Mountrail County,POINT (-102.005249 48.540176),122718
2985,Washington,Utah,49,053,Washington County,POINT (-113.490814 37.56282),43038
2986,Washington,Utah,49,053,Washington County,POINT (-113.722992 37.540573),43122
2987,Washington,Utah,49,053,Washington County,POINT (-113.841614 37.538254),43204
2988,Big Horn,Montana,30,003,Big Horn County,POINT (-107.582489 45.08215),109388
2989,Big Horn,Montana,30,003,Big Horn County,POINT (-107.646179 45.132065),109768
2990,Big Horn,Montana,30,003,Big Horn County,POINT (-107.620056 45.134762),109769
2991,Elk,Pennsylvania,42,047,Elk County,POINT (-78.74664300000001 41.377213),78016
2992,Elk,Pennsylvania,42,047,Elk County,POINT (-78.741364 41.395355),78267
2993,Elk,Pennsylvania,42,047,Elk County,POINT (-78.736053 41.413498),78502
2994,Sioux,Nebraska,31,165,Sioux County,POINT (-104.04277 42.82526),81756
2995,Sioux,Nebraska,31,165,Sioux County,POINT (-104.017532 42.827122),81757
2996,Sioux,Nebraska,31,165,Sioux County,POINT (-103.992279 42.828979),81758
2997,Covington,Mississippi,28,031,Covington County,POINT (-89.699005 31.728252),9378
2998,Brown,Indiana,18,013,Brown County,POINT (-86.12402299999999 39.325233),46672
2999,Clark,Indiana,18,019,Clark County,POINT (-85.86236599999999 38.42321),42457
3000,Boyle,Kentucky,21,021,Boyle County,POINT (-85.02014200000001 37.664463),39336
3001,Estill,Kentucky,21,065,Estill County,POINT (-83.980103 37.806614),40374
3002,Collingsworth,Texas,48,087,Collingsworth County,POINT (-100.028778 34.827232),16338
3003,Colorado,Texas,48,089,Colorado County,POINT (-96.570679 29.932705),5768
3004,Grundy,Illinois,17,063,Grundy County,POINT (-88.58200100000001 41.114586),61033
3005,Grundy,Illinois,17,063,Grundy County,POINT (-88.55746499999999 41.112862),61034
3006,Grundy,Illinois,17,063,Grundy County,POINT (-88.579712 41.13308),61264
3007,Lincoln,Minnesota,27,081,Lincoln County,POINT (-96.352417 44.479919),99747
3008,Lincoln,Minnesota,27,081,Lincoln County,POINT (-96.326294 44.479996),99748
3009,Lincoln,Minnesota,27,081,Lincoln County,POINT (-96.352509 44.498547),100006
3010,Evans,Georgia,13,109,Evans County,POINT (-81.898895 32.253105),12068
3011,Wise,Texas,48,497,Wise County,POINT (-97.667725 33.287964),12056
3012,Wise,Texas,48,497,Wise County,POINT (-97.64593499999999 33.288338),12057
3013,Wise,Texas,48,497,Wise County,POINT (-97.624146 33.288715),12058
3014,Webster,Georgia,13,307,Webster County,POINT (-84.498779 31.928253),10691
3015,Jones,Georgia,13,169,Jones County,POINT (-83.50756800000001 32.848957),12643
3016,Gwinnett,Georgia,13,135,Gwinnett County,POINT (-83.906403 33.914963),15246
3017,Polk,Wisconsin,55,095,Polk County,POINT (-92.203613 45.218056),107242
3018,Polk,Wisconsin,55,095,Polk County,POINT (-92.177216 45.217171),107243
3019,Polk,Wisconsin,55,095,Polk County,POINT (-92.17596399999999 45.235783),107351
3020,Green,Wisconsin,55,045,Green County,POINT (-89.63336200000001 42.637444),78697
3021,Green,Wisconsin,55,045,Green County,POINT (-89.608154 42.635963),78698
3022,Green,Wisconsin,55,045,Green County,POINT (-89.557739 42.63298),78700
3023,Putnam,New York,36,079,Putnam County,POINT (-73.532928 41.518559),91689
3024,Putnam,New York,36,079,Putnam County,POINT (-73.836212 41.467594),90617
3025,Newport News,,51,700,Newport News city,POINT (-76.425476 36.963573),42215
3026,Newport News,,51,700,Newport News city,POINT (-76.40310700000001 36.959114),42216
3027,Bent,Colorado,08,011,Bent County,POINT (-102.778442 37.644855),37122
3028,Bent,Colorado,08,011,Bent County,POINT (-102.850098 37.658539),37222
3029,Bent,Colorado,08,011,Bent County,POINT (-102.826874 37.66011),37223
3030,Jackson,Oklahoma,40,065,Jackson County,POINT (-99.1026 34.604584),15162
3031,Jackson,Oklahoma,40,065,Jackson County,POINT (-99.103455 34.622875),15224
3032,Jackson,Oklahoma,40,065,Jackson County,POINT (-99.10433999999999 34.641167),15294
3033,Sanders,Montana,30,089,Sanders County,POINT (-115.768005 47.841831),125051
3034,Sanders,Montana,30,089,Sanders County,POINT (-114.236923 47.210678),122385
3035,Sanders,Montana,30,089,Sanders County,POINT (-114.401611 47.280243),122780
3036,Glasscock,Texas,48,173,Glasscock County,POINT (-101.31189 31.916496),9536
3037,Glasscock,Texas,48,173,Glasscock County,POINT (-101.290588 31.917702),9537
3038,Glasscock,Texas,48,173,Glasscock County,POINT (-101.334656 31.933388),9567
3039,Franklin,Arkansas,05,047,Franklin County,POINT (-93.708282 35.598961),21437
3040,Franklin,Arkansas,05,047,Franklin County,POINT (-93.884033 35.749832),22047
3041,Franklin,Arkansas,05,047,Franklin County,POINT (-93.86142 35.749352),22048
3042,Major,Oklahoma,40,093,Major County,POINT (-98.448517 36.164955),24552
3043,Major,Oklahoma,40,093,Major County,POINT (-98.72241200000001 36.176205),24673
3044,Major,Oklahoma,40,093,Major County,POINT (-98.699646 36.176834),24674
3045,Montgomery,Tennessee,47,125,Montgomery County,POINT (-87.184692 36.46764),29217
3046,Pend Oreille,Washington,53,051,Pend Oreille County,POINT (-117.453186 48.527615),126370
3047,McLean,North Dakota,38,055,McLean County,POINT (-100.810638 47.791931),119278
3048,McLean,North Dakota,38,055,McLean County,POINT (-100.812317 47.810513),119352
3049,McLean,North Dakota,38,055,McLean County,POINT (-100.813965 47.829094),119431
3050,Hood River,Oregon,41,027,Hood River County,POINT (-121.529282 45.371231),120515
3051,Hood River,Oregon,41,027,Hood River County,POINT (-121.487213 45.400593),120615
3052,Hood River,Oregon,41,027,Hood River County,POINT (-121.6297 45.465649),121140
3053,Wright,Iowa,19,197,Wright County,POINT (-93.662994 42.575199),76001
3054,Wright,Iowa,19,197,Wright County,POINT (-93.637756 42.574654),76002
3055,Wright,Iowa,19,197,Wright County,POINT (-93.612488 42.5741),76003
3056,Shelby,Texas,48,419,Shelby County,POINT (-94.471619 31.962986),9420
3057,Crawford,Missouri,29,055,Crawford County,POINT (-91.243042 37.79726),37359
3058,Bath,Virginia,51,017,Bath County,POINT (-79.74231 38.129852),44807
3059,Otter Tail,Minnesota,27,111,Otter Tail County,POINT (-96.122162 46.678516),113869
3060,Otter Tail,Minnesota,27,111,Otter Tail County,POINT (-96.095032 46.678543),113870
3061,Otter Tail,Minnesota,27,111,Otter Tail County,POINT (-96.149353 46.697113),113943
3062,Plaquemines,Louisiana,22,075,Plaquemines Parish,POINT (-89.978058 29.791912),5903
3063,Plaquemines,Louisiana,22,075,Plaquemines Parish,POINT (-89.957397 29.790554),5904
3064,Plaquemines,Louisiana,22,075,Plaquemines Parish,POINT (-89.997162 29.81118),5959
3065,Pontotoc,Mississippi,28,115,Pontotoc County,POINT (-88.82843 34.11377),14460
3066,Morehouse,Louisiana,22,067,Morehouse Parish,POINT (-91.593811 32.799953),11158
3067,Bullitt,Kentucky,21,029,Bullitt County,POINT (-85.779022 38.060894),40632
3068,Bullitt,Kentucky,21,029,Bullitt County,POINT (-85.685974 38.051437),40633
3069,Bullitt,Kentucky,21,029,Bullitt County,POINT (-85.72949199999999 38.074493),40729
3070,Dallas,Alabama,01,047,Dallas County,POINT (-87.390991 32.383766),10948
3071,Comanche,Texas,48,093,Comanche County,POINT (-98.45993 31.707561),9113
3072,Comanche,Texas,48,093,Comanche County,POINT (-98.43866 31.708122),9114
3073,Comanche,Texas,48,093,Comanche County,POINT (-98.48187299999999 31.725117),9121
3074,Lincoln,Montana,30,053,Lincoln County,POINT (-115.331833 48.911205),126371
3075,Cass,Minnesota,27,021,Cass County,POINT (-94.682068 46.72702),114123
3076,Cass,Minnesota,27,021,Cass County,POINT (-94.53729199999999 47.060604),115611
3077,Cass,Minnesota,27,021,Cass County,POINT (-94.55017100000001 46.576427),113466
3078,Archuleta,Colorado,08,007,Archuleta County,POINT (-107.274109 37.07312),35904
3079,Yazoo,Mississippi,28,163,Yazoo County,POINT (-90.38674899999999 32.973484),11702
3080,Yazoo,Mississippi,28,163,Yazoo County,POINT (-90.428528 32.994179),11746
3081,Yazoo,Mississippi,28,163,Yazoo County,POINT (-90.40838599999999 32.974751),11701
3082,Outagamie,Wisconsin,55,087,Outagamie County,POINT (-88.686218 44.334835),100932
3083,Lafayette,Missouri,29,107,Lafayette County,POINT (-94.083923 38.963257),42667
3084,Lafayette,Missouri,29,107,Lafayette County,POINT (-93.554016 39.11869),43445
3085,Lafayette,Missouri,29,107,Lafayette County,POINT (-93.530151 39.118118),43446
3086,Wilson,North Carolina,37,195,Wilson County,POINT (-77.702057 35.678947),33061
3087,Morrow,Ohio,39,117,Morrow County,POINT (-82.838165 40.66563),62512
3088,Morrow,Ohio,39,117,Morrow County,POINT (-82.814026 40.66259),62513
3089,Morrow,Ohio,39,117,Morrow County,POINT (-82.858307 40.686981),62784
3090,Granite,Montana,30,039,Granite County,POINT (-113.41507 46.154251),117400
3091,Granite,Montana,30,039,Granite County,POINT (-113.062775 46.43631),118347
3092,Granite,Montana,30,039,Granite County,POINT (-113.074219 46.472721),118553
3093,Foster,North Dakota,38,031,Foster County,POINT (-99.257324 47.3414),117135
3094,Crawford,Arkansas,05,033,Crawford County,POINT (-94.27056899999999 35.683895),21753
3095,Crawford,Arkansas,05,033,Crawford County,POINT (-94.065552 35.735195),21966
3096,Crawford,Arkansas,05,033,Crawford County,POINT (-94.04293800000001 35.734745),21967
3097,Burnet,Texas,48,053,Burnet County,POINT (-98.408539 30.858475),7940
3098,Burnet,Texas,48,053,Burnet County,POINT (-98.451233 30.87542),7963
3099,Burnet,Texas,48,053,Burnet County,POINT (-98.430206 30.87598),7964
3100,Ste. Genevieve,Missouri,29,186,Ste. Genevieve County,POINT (-90.262665 37.764908),37452
3101,Gray,Texas,48,179,Gray County,POINT (-101.061798 35.182945),19080
3102,Gray,Texas,48,179,Gray County,POINT (-100.748291 35.198658),19088
3103,Gray,Texas,48,179,Gray County,POINT (-100.749634 35.216957),19211
3104,McDonough,Illinois,17,109,McDonough County,POINT (-90.876678 40.301502),50762
3105,McDonough,Illinois,17,109,McDonough County,POINT (-90.53363 40.321354),51072
3106,McDonough,Illinois,17,109,McDonough County,POINT (-90.50936900000001 40.320087),51073
3107,Montgomery,Iowa,19,137,Montgomery County,POINT (-95.151184 40.998455),56632
3108,Montgomery,Iowa,19,137,Montgomery County,POINT (-95.173767 41.147213),58312
3109,Montgomery,Iowa,19,137,Montgomery County,POINT (-95.149109 41.147011),58313
3110,Jackson,Arkansas,05,067,Jackson County,POINT (-91.057312 35.391151),20689
3111,Hudspeth,Texas,48,229,Hudspeth County,POINT (-104.954178 31.239258),9055
3112,Hudspeth,Texas,48,229,Hudspeth County,POINT (-105.908661 31.799229),9988
3113,Hudspeth,Texas,48,229,Hudspeth County,POINT (-105.843048 31.495895),9443
3114,Rapides,Louisiana,22,079,Rapides Parish,POINT (-92.216888 30.975517),8247
3115,Lincoln,Nebraska,31,111,Lincoln County,POINT (-101.247101 40.890491),56854
3116,Lincoln,Nebraska,31,111,Lincoln County,POINT (-101.204468 40.967026),57737
3117,Lincoln,Nebraska,31,111,Lincoln County,POINT (-101.230591 40.984344),57915
3118,Cass,Texas,48,067,Cass County,POINT (-94.642944 33.019623),11431
3119,Henry,Tennessee,47,079,Henry County,POINT (-88.501099 36.224716),26161
3120,Henry,Tennessee,47,079,Henry County,POINT (-88.47839399999999 36.222988),26162
3121,Henry,Tennessee,47,079,Henry County,POINT (-88.476257 36.241283),26292
3122,Duplin,North Carolina,37,061,Duplin County,POINT (-77.78887899999999 35.130363),28934
3123,Haywood,North Carolina,37,087,Haywood County,POINT (-82.94845599999999 35.607128),25993
3124,Haywood,North Carolina,37,087,Haywood County,POINT (-82.889191 35.673622),26437
3125,Haywood,North Carolina,37,087,Haywood County,POINT (-82.90780599999999 35.694721),26604
3126,Dakota,Minnesota,27,037,Dakota County,POINT (-93.135345 44.592991),101522
3127,Dakota,Minnesota,27,037,Dakota County,POINT (-93.10919199999999 44.592319),101523
3128,Dakota,Minnesota,27,037,Dakota County,POINT (-93.16055299999999 44.612263),101730
3129,Harney,Oregon,41,025,Harney County,POINT (-119.873047 43.246948),110229
3130,Harney,Oregon,41,025,Harney County,POINT (-119.848633 43.252407),110230
3131,Harney,Oregon,41,025,Harney County,POINT (-119.880554 43.264732),110339
3132,Adams,Wisconsin,55,001,Adams County,POINT (-89.618469 43.943607),94843
3133,Clark,Missouri,29,045,Clark County,POINT (-91.907532 40.551132),52709
3134,Boone,Kentucky,21,015,Boone County,POINT (-84.67126500000001 38.820213),44891
3135,Washington,Kentucky,21,229,Washington County,POINT (-85.05682400000001 37.724346),39577
3136,Avoyelles,Louisiana,22,009,Avoyelles Parish,POINT (-92.02542099999999 31.003731),8319
3137,Tate,Mississippi,28,137,Tate County,POINT (-90.198975 34.646),15895
3138,Worth,Missouri,29,227,Worth County,POINT (-94.232788 40.430176),50891
3139,Sherman,Nebraska,31,163,Sherman County,POINT (-99.074951 41.217453),59640
3140,Campbell,South Dakota,46,021,Campbell County,POINT (-100.203552 45.707394),110088
3141,Harding,South Dakota,46,063,Harding County,POINT (-104.027069 45.31543),108874
3142,Harding,South Dakota,46,063,Harding County,POINT (-104.035034 45.371037),109273
3143,Harding,South Dakota,46,063,Harding County,POINT (-103.561249 45.216427),108103
3144,Gratiot,Michigan,26,057,Gratiot County,POINT (-84.775391 43.425713),93044
3145,Gratiot,Michigan,26,057,Gratiot County,POINT (-84.65933200000001 43.225735),91132
3146,Gratiot,Michigan,26,057,Gratiot County,POINT (-84.594238 43.294167),91843
3147,Union,Iowa,19,175,Union County,POINT (-94.039551 41.132343),58323
3148,Union,Iowa,19,175,Union County,POINT (-94.267792 40.913425),55754
3149,Union,Iowa,19,175,Union County,POINT (-94.243225 40.913021),55755
3150,Massac,Illinois,17,127,Massac County,POINT (-88.757233 37.205158),33765
3151,Logan,Nebraska,31,113,Logan County,POINT (-100.70047 41.455738),63329
3152,Logan,Nebraska,31,113,Logan County,POINT (-100.67572 41.456821),63330
3153,Logan,Nebraska,31,113,Logan County,POINT (-100.35257 41.451881),63118
3154,Merrick,Nebraska,31,121,Merrick County,POINT (-97.887085 41.152252),58530
3155,Sheridan,Nebraska,31,161,Sheridan County,POINT (-102.342224 42.881504),81099
3156,Sheridan,Nebraska,31,161,Sheridan County,POINT (-102.316925 42.882969),81100
3157,Sheridan,Nebraska,31,161,Sheridan County,POINT (-102.291595 42.88443),81101
3158,Carlisle,Kentucky,21,039,Carlisle County,POINT (-89.046997 36.892708),31426
3159,Carlisle,Kentucky,21,039,Carlisle County,POINT (-89.045013 36.911053),31553
3160,Carlisle,Kentucky,21,039,Carlisle County,POINT (-89.073944 36.857601),31172
3161,Natrona,Wyoming,56,025,Natrona County,POINT (-106.978546 42.811874),84914
3162,Natrona,Wyoming,56,025,Natrona County,POINT (-106.95343 42.814426),84915
3163,Natrona,Wyoming,56,025,Natrona County,POINT (-106.878021 42.82201),84918
3164,Worth,Georgia,13,321,Worth County,POINT (-83.70178199999999 31.442066),9813
3165,Morgan,Indiana,18,109,Morgan County,POINT (-86.303162 39.566174),48269
3166,Morgan,Indiana,18,109,Morgan County,POINT (-86.27932699999999 39.563938),48270
3167,Morgan,Indiana,18,109,Morgan County,POINT (-86.25546300000001 39.561687),48271
3168,Ellis,Texas,48,139,Ellis County,POINT (-96.935425 32.370022),10175
3169,Ellis,Texas,48,139,Ellis County,POINT (-96.84942599999999 32.370827),10179
3170,Ellis,Texas,48,139,Ellis County,POINT (-96.89267 32.388599),10221
3171,Pierce,Georgia,13,229,Pierce County,POINT (-82.25235000000001 31.275627),9911
3172,Grant,Indiana,18,053,Grant County,POINT (-85.533295 40.3885),55654
3173,Grant,Indiana,18,053,Grant County,POINT (-85.53012099999999 40.406898),55852
3174,Grant,Indiana,18,053,Grant County,POINT (-85.51422100000001 40.498871),56965
3175,Flagler,Florida,12,035,Flagler County,POINT (-81.17306499999999 29.532993),7765
3176,Flagler,Florida,12,035,Flagler County,POINT (-81.231506 29.652119),7881
3177,Lawrence,Mississippi,28,077,Lawrence County,POINT (-90.06012 31.751774),9377
3178,Winn,Louisiana,22,127,Winn Parish,POINT (-92.94180299999999 31.744419),9165
3179,Henry,Illinois,17,073,Henry County,POINT (-90.13632200000001 41.155987),60337
3180,Henry,Illinois,17,073,Henry County,POINT (-90.11172500000001 41.154625),60338
3181,Henry,Illinois,17,073,Henry County,POINT (-90.087097 41.153259),60339
3182,Lincoln,,41,041,Lincoln County,POINT (-124.031677 44.618156),119948
3183,Lincoln,,41,041,Lincoln County,POINT (-124.014404 45.019203),121689
3184,Lincoln,Oregon,41,041,Lincoln County,POINT (-123.897659 44.355637),118868
3185,York,,23,031,York County,POINT (-70.630219 42.997635),110834
3186,York,,23,031,York County,POINT (-70.598114 43.009518),110923
3187,York,,23,031,York County,POINT (-70.510223 43.145134),111577
3188,Codington,South Dakota,46,029,Codington County,POINT (-96.906769 44.867989),104086
3189,Codington,South Dakota,46,029,Codington County,POINT (-96.93335 44.886402),104246
3190,Codington,South Dakota,46,029,Codington County,POINT (-96.90707399999999 44.886612),104247
3191,Pike,Georgia,13,231,Pike County,POINT (-84.37988300000001 32.996868),12681
3192,Stewart,Georgia,13,259,Stewart County,POINT (-84.913116 32.033115),10802
3193,Monmouth,New Jersey,34,025,Monmouth County,POINT (-74.234497 40.260216),75085
3194,Monmouth,New Jersey,34,025,Monmouth County,POINT (-74.18768300000001 40.25024),75087
3195,Monmouth,New Jersey,34,025,Monmouth County,POINT (-74.37503100000001 40.290005),75084
3196,Clay,Arkansas,05,021,Clay County,POINT (-90.30877700000001 36.215946),25640
3197,Clay,Arkansas,05,021,Clay County,POINT (-90.286072 36.21463),25641
3198,Clay,Arkansas,05,021,Clay County,POINT (-90.263306 36.213326),25642
3199,Faulkner,Arkansas,05,045,Faulkner County,POINT (-92.296234 35.005177),17383
3200,Delaware,Oklahoma,40,041,Delaware County,POINT (-94.890625 36.446499),25932
3201,Keokuk,Iowa,19,107,Keokuk County,POINT (-92.15570099999999 41.266804),60535
3202,Keokuk,Iowa,19,107,Keokuk County,POINT (-92.13104199999999 41.265915),60536
3203,Keokuk,Iowa,19,107,Keokuk County,POINT (-92.11114499999999 41.1908),59667
3204,Greene,Illinois,17,061,Greene County,POINT (-90.491699 39.16745),44286
3205,Greene,Illinois,17,061,Greene County,POINT (-90.513885 39.187195),44369
3206,Greene,Illinois,17,061,Greene County,POINT (-90.49005099999999 39.185921),44370
3207,Lake,,27,075,Lake County,POINT (-91.26290899999999 47.272614),117058
3208,Lake,Minnesota,27,075,Lake County,POINT (-91.10919199999999 47.452908),117666
3209,Lake,Minnesota,27,075,Lake County,POINT (-91.37133799999999 47.612656),118502
3210,Humboldt,California,06,023,Humboldt County,POINT (-123.718338 41.040253),101402
3211,Humboldt,California,06,023,Humboldt County,POINT (-123.77301 41.045105),101610
3212,Humboldt,California,06,023,Humboldt County,POINT (-123.781387 41.062569),101833
3213,Anoka,Minnesota,27,003,Anoka County,POINT (-93.497253 45.291191),107459
3214,Anoka,Minnesota,27,003,Anoka County,POINT (-93.470764 45.290604),107460
3215,Anoka,Minnesota,27,003,Anoka County,POINT (-93.496399 45.309807),107554
3216,Bon Homme,South Dakota,46,009,Bon Homme County,POINT (-98.079559 43.157436),82483
3217,Bon Homme,South Dakota,46,009,Bon Homme County,POINT (-98.054047 43.157921),82484
3218,Bon Homme,South Dakota,46,009,Bon Homme County,POINT (-98.028564 43.158394),82485
3219,Greene,Tennessee,47,059,Greene County,POINT (-82.91217 36.011818),29357
3220,Sussex,Virginia,51,183,Sussex County,POINT (-76.996613 37.037682),42033
3221,St. Joseph,Indiana,18,141,St. Joseph County,POINT (-86.34973100000001 41.739025),71499
3222,St. Joseph,Indiana,18,141,St. Joseph County,POINT (-86.325012 41.736786),71500
3223,St. Joseph,Indiana,18,141,St. Joseph County,POINT (-86.37146 41.759712),71731
3224,Pembina,North Dakota,38,067,Pembina County,POINT (-97.90921 48.878841),123386
3225,Pembina,North Dakota,38,067,Pembina County,POINT (-97.852661 48.879715),123387
3226,Pembina,North Dakota,38,067,Pembina County,POINT (-97.881592 48.897873),123455
3227,Bennett,South Dakota,46,007,Bennett County,POINT (-101.311798 43.02977),82248
3228,Bennett,South Dakota,46,007,Bennett County,POINT (-101.260986 43.032227),82250
3229,Bennett,South Dakota,46,007,Bennett County,POINT (-101.338898 43.047104),82477
3230,Vernon,Louisiana,22,115,Vernon Parish,POINT (-93.471069 31.271099),8707
3231,Penobscot,Maine,23,019,Penobscot County,POINT (-68.489136 44.910252),120708
3232,Penobscot,Maine,23,019,Penobscot County,POINT (-68.36648599999999 45.096844),121685
3233,Penobscot,Maine,23,019,Penobscot County,POINT (-68.341675 45.090534),121686
3234,Talbot,,24,041,Talbot County,POINT (-76.184692 38.857677),54086
3235,Talbot,,24,041,Talbot County,POINT (-76.161682 38.853146),54087
3236,Talbot,Maryland,24,041,Talbot County,POINT (-76.253967 38.794971),53396
3237,Stephens,Georgia,13,257,Stephens County,POINT (-83.373535 34.605007),19910
3238,Riverside,California,06,065,Riverside County,POINT (-114.857178 33.801956),21452
3239,Riverside,California,06,065,Riverside County,POINT (-114.835815 33.806206),21453
3240,Riverside,California,06,065,Riverside County,POINT (-114.883682 33.815445),21539
3241,Baxter,Arkansas,05,005,Baxter County,POINT (-92.485901 36.482693),26431
3242,Story,Iowa,19,169,Story County,POINT (-93.429169 42.141941),71445
3243,Story,Iowa,19,169,Story County,POINT (-93.42834499999999 42.160515),71678
3244,Story,Iowa,19,169,Story County,POINT (-93.552948 42.18203),71913
3245,Bourbon,Kansas,20,011,Bourbon County,POINT (-95.004822 37.940945),37560
