,Year,State,County,lnyield,PPT,PPT2,GDD,KDD,MeanWindspeed,Windspeed2,Windspeed3,KW_2,KW_3,KW_4,KW_5,KW_6,KW_7,KW_8,KW_9,KW_10,KW_11,KW_12,KW_13,KW_14,KW_15,KW_16,KW_17,KW_18,KW_19,KW_20,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,ST_CO,PPT_SQUARE
10,2007,IOWA,BUENA VISTA,5.09375020080676,3.40118275649529,92.50472520309297,53990.15583333333,372.39138888888897,4.997930295950156,30.38060091510904,214.61374412480532,15652.183333333334,11208.483333333332,7481.576666666668,4674.636666666667,2763.9533333333334,1581.5533333333333,859.54,434.95,201.08333333333334,90.76666666666667,44.87333333333334,22.683333333333337,12.34666666666667,7.303333333333335,4.8466666666666685,3.183333333333335,1.9033333333333349,1.0133333333333343,0.4733333333333339,579.1866666666667,854.4866666666667,1846.58,3470.0066666666667,5274.8966666666665,6903.436666666667,8096.106666666667,8863.250000000002,9351.396666666667,9670.336666666666,9859.643333333333,9947.103333333334,9983.326666666668,10001.140000000001,10009.686666666666,10013.066666666668,10014.243333333334,10015.016666666666,10015.756666666666,IOWA_BUENA VISTA,11.568044143080899
11,2007,IOWA,BUTLER,5.17161971350208,4.07650334178736,118.35877653793001,53666.67125,284.0816666666666,4.290044781931464,23.022077920560747,145.9323462965343,12180.275,8120.18,5046.445000000001,2994.88,1669.7200000000003,856.45,413.8,175.615,68.31,29.405,12.695,6.315,3.450000000000001,1.995000000000001,0.995000000000001,0.19500000000000028,0.0,0.0,0.0,894.395,1313.8000000000002,2719.565,4709.095,6456.67,7702.964999999999,8585.475,9167.560000000001,9503.905,9704.185000000001,9794.78,9829.304999999998,9844.150000000001,9849.075,9850.94,9851.595000000001,9852.400000000001,9853.2,9853.395,IOWA_BUTLER,16.617879495603514
12,2007,IOWA,CALHOUN,5.194067345174241,3.9684856825610297,117.31762670705099,55703.142499999994,459.446388888889,5.021646547248182,31.20462343587747,227.68937168762986,15822.050000000003,11412.476666666667,7743.96,4992.493333333333,3080.1800000000003,1822.0,1034.8166666666668,548.8000000000001,263.51,120.19333333333334,57.96333333333333,29.093333333333334,16.12,10.986666666666665,7.833333333333332,5.216666666666666,3.4299999999999997,2.146666666666666,1.3599999999999994,618.46,884.2199999999999,1891.0366666666666,3536.476666666667,5290.013333333333,6779.3,7909.763333333332,8685.26,9191.153333333334,9537.853333333333,9762.913333333332,9873.36,9926.616666666667,9949.686666666666,9960.840000000002,9963.356666666667,9964.723333333333,9966.056666666665,9967.056666666665,IOWA_CALHOUN,15.748878612691882
13,2007,IOWA,CARROLL,5.13167228913909,3.5559768364031403,94.38440559765742,55958.31166666667,456.37972222222226,5.0091446002076845,30.426756879543095,214.1318708836968,15678.570000000002,11189.176666666666,7463.763333333333,4703.76,2836.23,1643.4433333333334,885.3066666666667,422.7166666666667,168.09333333333333,58.99000000000001,24.459999999999997,10.28,3.9333333333333336,1.55,0.5466666666666669,0.10666666666666676,0.0,0.0,0.0,521.73,795.6700000000001,1833.5900000000001,3546.9799999999996,5403.53,6969.413333333333,8086.139999999999,8821.67,9323.183333333332,9682.003333333332,9904.096666666666,9999.02,10027.203333333333,10039.0,10045.01,10046.953333333333,10047.85,10048.289999999999,10048.396666666666,IOWA_CARROLL,12.644971261035685
14,2007,IOWA,CASS,5.05942545826569,4.19453154772228,149.83097657314102,58600.822499999995,844.3470833333336,4.553131814641745,25.03288569898754,159.1707513826908,13389.445000000002,9052.515,5622.84,3249.03,1781.0750000000003,924.5500000000002,435.64,181.89000000000001,65.78999999999999,24.144999999999996,9.024999999999999,2.4099999999999993,0.28500000000000014,0.0,0.0,0.0,0.0,0.0,0.0,627.44,974.51,2228.835,4181.955,6129.674999999999,7653.959999999999,8641.005000000001,9249.779999999999,9621.59,9836.695,9936.675,9972.705,9986.7,9993.029999999999,9995.154999999999,9995.44,9995.44,9995.44,9995.44,IOWA_CASS,17.59409490483747
15,2007,IOWA,CEDAR,5.21602212382121,4.31128432452208,111.480380916452,56153.07555555556,317.45194444444445,4.224555425752856,22.211174967549326,138.78107559689772,11784.676666666666,7687.606666666667,4728.72,2776.81,1539.256666666667,798.2166666666667,394.67666666666673,177.07333333333335,74.78666666666666,31.209999999999997,12.566666666666668,6.110000000000002,2.2100000000000013,0.9100000000000019,0.5500000000000019,0.21666666666666856,0.0,0.0,0.0,825.3066666666667,1271.9033333333334,2856.683333333333,4980.51,6705.176666666666,7919.38,8758.726666666667,9285.496666666666,9590.75,9766.109999999999,9848.42,9886.206666666667,9902.283333333333,9907.44,9910.980000000001,9911.946666666665,9912.09,9912.423333333334,9912.64,IOWA_CEDAR,18.587172526869807
16,2007,IOWA,CERRO GORDO,5.15444699612834,3.8288408645221,88.17109820427049,50985.76249999999,161.50388888888892,4.758167834890966,27.880356509605402,191.61277331911992,14478.533333333335,10130.33,6628.306666666667,4110.743333333333,2413.35,1336.6100000000001,692.0766666666668,334.95,153.18333333333334,73.33,40.78333333333334,25.07666666666667,15.433333333333337,9.500000000000002,6.226666666666669,4.520000000000002,3.0533333333333346,2.223333333333334,1.5566666666666673,635.4166666666666,949.2133333333333,2109.19,3924.496666666666,5722.459999999999,7168.616666666666,8228.143333333333,8945.09,9412.523333333333,9694.463333333335,9845.016666666666,9909.163333333332,9934.066666666668,9943.84,9950.210000000001,9954.436666666666,9956.243333333334,9957.12,9957.92,IOWA_CERRO GORDO,14.660022365834344
17,2007,IOWA,CHEROKEE,5.114995309420499,3.85516710544163,132.725807780188,54368.86125,457.39916666666676,4.8756318146417446,29.14753618574766,202.20519029916278,15080.24,10737.650000000001,7160.81,4456.915000000001,2583.7100000000005,1416.23,724.1300000000001,348.88,164.655,77.42,36.44,17.23,7.96,4.545,2.545,1.3200000000000003,0.3200000000000003,0.0,0.0,688.005,981.9150000000001,2041.5749999999998,3669.2699999999995,5363.905,6906.32,8091.424999999999,8883.654999999999,9394.53,9687.545,9829.789999999999,9899.815,9932.524999999998,9948.32,9955.59,9957.779999999999,9958.779999999999,9959.685,9960.685,IOWA_CHEROKEE,14.862313410879196
18,2007,IOWA,CHICKASAW,5.1287145821618605,4.53110334314571,134.144560936754,49274.332500000004,90.40916666666669,4.355153816199377,23.52591002725857,148.8538332980919,12513.914999999999,8388.585000000001,5223.655000000001,3065.3150000000005,1673.72,837.8100000000001,386.30500000000006,158.82999999999998,57.455,23.930000000000003,12.815000000000001,8.16,5.8100000000000005,4.690000000000001,3.6900000000000013,2.6900000000000013,1.6900000000000013,1.0850000000000009,0.5850000000000009,824.155,1213.8249999999998,2563.895,4518.885,6275.219999999999,7613.65,8550.740000000002,9172.175,9523.305,9716.255000000001,9809.515,9838.384999999998,9847.15,9850.685,9852.035,9852.154999999999,9852.154999999999,9852.55,9853.05,IOWA_CHICKASAW,20.53089750626623
19,2007,IOWA,CLAY,5.097424424168651,3.2684445829989506,91.8168806725951,52639.17444444445,339.91777777777787,4.664527518172378,26.570742250778817,175.19347512292316,14025.699999999999,9737.803333333333,6258.623333333333,3713.1166666666672,2055.0233333333335,1085.3799999999999,533.57,240.74666666666667,101.67666666666666,43.93666666666667,18.213333333333335,7.013333333333332,2.8599999999999994,0.9799999999999992,0.09666666666666639,0.0,0.0,0.0,0.0,745.3133333333332,1050.4166666666667,2164.2366666666667,3889.293333333333,5708.38,7292.91,8397.859999999999,9079.346666666666,9496.086666666668,9730.503333333332,9845.85,9893.056666666665,9915.293333333333,9925.279999999999,9928.55,9930.333333333332,9931.216666666667,9931.313333333334,9931.313333333334,IOWA_CLAY,10.682729992135183
20,2007,IOWA,CLAYTON,5.15675380222625,4.18782247640569,116.169550234509,51116.37666666667,84.62444444444448,4.4129244548286595,24.062427920560747,153.0393546966511,12731.340000000002,8593.94,5447.073333333334,3258.65,1788.7300000000002,879.6066666666669,386.90333333333336,146.8033333333333,49.449999999999996,18.833333333333332,7.746666666666666,3.606666666666667,1.6800000000000004,1.1066666666666667,0.7733333333333334,0.4400000000000001,0.10666666666666676,0.0,0.0,793.44,1226.04,2649.1733333333327,4577.483333333334,6256.43,7543.73,8518.28,9191.97,9590.653333333334,9804.136666666667,9889.070000000002,9918.213333333333,9927.373333333335,9930.94,9932.533333333335,9932.773333333334,9932.773333333334,9933.000000000002,9933.333333333334,IOWA_CLAYTON,17.537857093888682
21,2007,IOWA,CLINTON,5.20784546338396,3.70484208773491,98.2343424460028,56010.65666666667,323.2594444444445,4.128217159916926,21.47268418354102,133.2815864182892,11382.82,7405.259999999999,4523.823333333334,2659.456666666667,1467.4733333333334,751.4766666666668,371.5466666666667,166.33333333333334,68.77666666666666,27.62333333333334,11.39,6.076666666666667,3.616666666666667,1.6800000000000004,0.7200000000000001,0.14666666666666708,0.0,0.0,0.0,953.0366666666667,1408.8100000000002,2960.7066666666665,5053.233333333334,6740.686666666667,7903.056666666666,8719.109999999999,9227.226666666667,9514.933333333332,9676.326666666666,9760.983333333335,9798.156666666668,9811.93,9815.306666666665,9816.806666666667,9818.17,9818.983333333334,9819.556666666667,9819.703333333333,IOWA_CLINTON,13.725854895051969
22,2007,IOWA,CRAWFORD,5.10897119481712,3.74916930354472,109.896974427364,55508.378333333334,429.54833333333346,5.089169911734165,31.310758962876434,224.18800627368898,16069.013333333334,11537.019999999999,7724.033333333333,4861.71,2934.093333333334,1729.8100000000002,957.2666666666668,481.4833333333333,223.11666666666665,99.39666666666666,49.526666666666664,28.980000000000004,17.94333333333333,11.556666666666667,7.6499999999999995,4.849999999999999,2.8299999999999996,1.8699999999999999,1.2033333333333331,494.2966666666666,749.6366666666667,1723.9833333333333,3381.653333333333,5259.69,6914.396666666667,8080.803333333334,8817.303333333331,9332.146666666666,9682.876666666665,9892.706666666667,9995.88,10037.38,10051.54,10058.67,10062.256666666666,10064.143333333333,10065.983333333335,10067.336666666668,IOWA_CRAWFORD,14.056270466642003
23,2007,IOWA,DALLAS,5.12098335126512,3.68637084684164,98.93015671744041,58805.33208333333,767.8233333333335,4.52648753894081,25.158453563084116,162.8213770477025,13368.125,9123.1,5717.025000000001,3352.075,1851.5600000000002,973.9750000000001,484.57500000000005,214.83999999999997,86.72,37.074999999999996,17.159999999999997,8.434999999999999,5.699999999999999,4.1,2.5999999999999996,1.2799999999999994,0.3249999999999993,0.0,0.0,748.915,1069.3899999999999,2228.815,4095.89,5984.449999999999,7487.8150000000005,8495.93,9117.779999999999,9481.060000000001,9699.150000000001,9808.355000000001,9850.275000000001,9868.455000000002,9875.58,9876.815,9877.095000000001,9877.64,9878.635,9879.59,IOWA_DALLAS,13.58933002044395
24,2007,IOWA,DAVIS,5.0587903359833,4.29407525055435,223.499071811963,60065.615000000005,640.4683333333335,3.8406483644859812,17.870287636292836,96.76389023072431,9875.23,5937.540000000001,3182.92,1582.75,733.2800000000001,326.47,122.13,46.230000000000004,16.950000000000003,5.300000000000001,2.1899999999999995,1.1899999999999995,0.1899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1010.3399999999999,1492.65,3158.0299999999997,5475.55,7382.700000000001,8582.06,9225.19,9570.100000000002,9743.16,9809.41,9835.58,9844.23,9848.34,9849.15,9850.15,9850.34,9850.34,9850.34,9850.34,IOWA_DAVIS,18.439082257423404
25,2007,IOWA,DELAWARE,5.1918451220375195,3.8500011623673793,88.8724721394331,51786.791666666664,108.39611111111115,4.529367211838006,25.084321086448597,161.68985786623833,13285.763333333336,8995.28,5693.349999999999,3427.646666666667,1919.9966666666667,976.6233333333334,462.0366666666667,187.1966666666667,65.72666666666667,25.44666666666667,9.533333333333333,3.5233333333333334,1.0866666666666671,0.33666666666666717,0.0033333333333338544,0.0,0.0,0.0,0.0,651.7333333333333,1023.9166666666666,2384.653333333333,4389.433333333333,6178.38,7513.376666666667,8505.106666666667,9180.306666666665,9576.756666666666,9811.316666666666,9919.539999999999,9955.143333333333,9968.62,9973.213333333333,9975.983333333332,9976.73,9977.063333333334,9977.066666666666,9977.066666666666,IOWA_DELAWARE,14.822508950230173
26,2007,IOWA,DES MOINES,5.29078910012725,3.91528776336155,104.395276164807,60552.10166666667,490.49999999999994,4.436954828660436,24.00717398753894,151.1155198543614,12814.02,8592.23,5353.75,3086.63,1661.3600000000001,829.1800000000001,400.36000000000007,173.74,65.33,17.46,5.8100000000000005,2.99,1.4100000000000001,0.41000000000000014,0.0,0.0,0.0,0.0,0.0,752.1800000000001,1141.3899999999999,2513.9100000000003,4452.58,6275.789999999999,7702.73,8699.18,9310.740000000002,9635.150000000001,9815.9,9914.66,9957.71,9969.78,9971.6,9972.77,9973.77,9974.18,9974.18,9974.18,IOWA_DES MOINES,15.32947826992869
27,2007,IOWA,DICKINSON,5.1107822427012,3.47289528890755,124.60022186431002,50864.785833333335,220.14277777777784,5.0252187175493255,30.600916115005194,214.4753631383048,15802.449999999999,11356.663333333332,7652.7266666666665,4802.393333333333,2788.9633333333336,1525.6533333333336,790.58,375.1266666666667,169.06000000000003,79.36,35.72666666666667,15.596666666666664,6.12,2.1833333333333336,0.6833333333333336,0.10666666666666676,0.0,0.0,0.0,575.7399999999999,845.6199999999999,1857.3500000000001,3440.1366666666668,5125.9766666666665,6715.666666666667,7998.69,8845.213333333331,9381.553333333335,9707.973333333333,9871.073333333334,9941.31,9977.466666666665,9993.66,10001.636666666665,10004.996666666666,10006.39,10006.966666666667,10007.073333333334,IOWA_DICKINSON,12.061001687716256
28,2007,IOWA,DUBUQUE,5.2040066870768,3.84718724176355,113.84195802656798,51445.16805555555,98.27000000000002,4.5300038940809975,25.46912218328141,167.65692881464176,13365.173333333334,9147.43,5891.703333333334,3600.42,2056.4166666666665,1063.8966666666668,518.1733333333333,219.09333333333333,82.31,37.546666666666674,16.786666666666665,9.223333333333334,5.613333333333334,3.636666666666668,2.3033333333333346,1.0433333333333341,0.370000000000001,0.0,0.0,723.5933333333332,1094.5166666666667,2427.456666666667,4339.25,6047.639999999999,7348.403333333333,8356.683333333334,9048.789999999999,9462.396666666667,9717.38,9834.07,9872.603333333333,9889.086666666666,9895.339999999998,9897.616666666667,9898.333333333334,9898.993333333334,9899.883333333333,9900.556666666665,IOWA_DUBUQUE,14.800849673188232
29,2007,IOWA,EMMET,5.16877799519305,3.07390493458165,69.4898286012998,51973.63111111111,209.7519444444445,4.91088785046729,29.81201726375909,210.75938948169787,15278.126666666665,10963.183333333334,7400.37,4684.59,2782.816666666667,1567.6733333333334,826.0766666666667,405.73,182.34,81.58,37.943333333333335,17.633333333333333,9.15,5.396666666666667,3.426666666666667,2.28,1.6133333333333333,1.1700000000000006,0.8366666666666672,700.86,1007.5833333333334,2066.4366666666665,3651.6,5317.306666666666,6807.276666666668,7978.786666666667,8774.916666666666,9291.789999999999,9619.376666666665,9797.13,9878.246666666666,9915.4,9931.956666666667,9938.47,9941.076666666666,9942.38,9943.083333333334,9943.416666666666,IOWA_EMMET,9.448891546845418
30,2007,IOWA,FAYETTE,5.14341640533008,4.2533542074483295,112.47100221621501,49995.89472222223,86.28194444444445,4.555041536863967,25.587956113707165,167.33446334683282,13470.933333333334,9266.49,5935.553333333334,3579.1333333333337,2020.5333333333335,1039.6633333333334,493.6266666666667,206.0333333333333,73.75,26.48,11.523333333333333,6.909999999999999,4.3566666666666665,2.7433333333333327,1.5666666666666664,0.75,0.08333333333333333,0.0,0.0,755.7599999999999,1135.3166666666666,2388.3799999999997,4222.403333333333,5996.073333333334,7367.623333333333,8384.853333333333,9082.13,9497.216666666667,9742.206666666667,9860.866666666667,9902.856666666667,9916.593333333332,9919.593333333332,9920.970000000001,9921.766666666668,9922.276666666668,9923.01,9923.676666666666,IOWA_FAYETTE,18.091022014018407
31,2007,IOWA,FLOYD,5.13638649940182,3.8334627425824905,81.652338794051,50224.734444444446,168.84888888888898,4.3700713914849425,24.468160526998957,162.18169467575288,12788.963333333333,8781.34,5629.860000000001,3416.6800000000003,1967.2333333333336,1047.0033333333333,534.5333333333334,256.7366666666667,111.88666666666666,48.85,23.47666666666667,12.476666666666672,7.4566666666666706,4.283333333333338,1.8966666666666707,0.35666666666666913,0.0,0.0,0.0,973.7233333333334,1307.1000000000001,2496.6200000000003,4274.3966666666665,5979.763333333333,7272.046666666666,8213.69,8860.123333333335,9231.076666666666,9447.17,9567.313333333334,9618.016666666666,9638.37,9647.53,9650.163333333334,9651.796666666667,9653.826666666666,9655.366666666667,9655.723333333333,IOWA_FLOYD,14.69543659876807
32,2007,IOWA,FRANKLIN,5.17388728816986,4.19870544820787,112.775814048354,52547.955833333326,211.78041666666664,5.070685358255451,31.29134620327103,225.0571355673676,15980.509999999998,11447.455,7705.860000000001,4951.335000000001,3056.78,1784.11,971.7900000000001,502.95500000000004,242.075,105.66499999999999,45.455,18.409999999999997,6.695,2.280000000000001,0.8800000000000008,0.16000000000000014,0.0,0.0,0.0,457.53,726.975,1787.88,3551.41,5394.450000000001,6872.305,7966.54,8773.375,9324.814999999999,9662.240000000002,9860.91,9975.275,10023.77,10046.4,10056.715,10060.41,10061.650000000001,10062.369999999999,10062.529999999999,IOWA_FRANKLIN,17.629127440810453
33,2007,IOWA,FREMONT,5.01529110563245,3.9521376879266703,152.860247874822,64281.13111111111,1424.5325,4.332023624091381,23.520767912772587,150.36326732035306,12456.483333333335,8378.043333333333,5230.116666666668,3094.51,1711.5133333333335,886.58,433.8300000000001,198.65,85.91000000000001,36.52,14.070000000000002,5.296666666666668,0.846666666666667,0.0,0.0,0.0,0.0,0.0,0.0,923.4566666666666,1279.6833333333334,2566.423333333333,4488.59,6252.853333333333,7566.860000000001,8505.106666666667,9098.86,9441.536666666667,9628.659999999998,9720.949999999999,9761.566666666668,9778.9,9787.493333333334,9791.943333333335,9792.789999999999,9792.789999999999,9792.789999999999,9792.789999999999,IOWA_FREMONT,15.619392304330367
34,2007,IOWA,GREENE,5.19240114095649,3.39340867121701,84.3297441875538,57330.49472222221,686.1305555555558,4.955453011422637,30.357078829179653,218.5993739518432,15478.300000000001,11068.289999999999,7406.513333333333,4727.38,2921.8833333333337,1739.3633333333335,986.8166666666667,524.4133333333333,252.77999999999997,108.42,45.06333333333333,21.48,10.549999999999999,5.37,3.4033333333333338,2.4033333333333338,1.4033333333333335,0.6466666666666671,0.2233333333333339,595.5733333333334,874.2299999999999,1901.12,3615.996666666666,5476.943333333333,6966.223333333332,8026.506666666667,8745.956666666667,9232.203333333333,9552.913333333332,9763.856666666665,9885.3,9937.06,9956.13,9965.76,9969.273333333333,9970.906666666668,9971.15,9971.726666666667,IOWA_GREENE,11.515222409890793
35,2007,IOWA,GRUNDY,5.1704839950381505,4.38631686303552,122.75631213217501,54068.925833333335,270.2091666666668,4.867315031152648,28.608442192367598,193.67604305626946,14954.45,10519.259999999998,6886.620000000001,4264.9,2479.9800000000005,1304.5300000000002,646.31,288.35999999999996,110.83,37.239999999999995,11.120000000000001,2.870000000000001,0.3800000000000008,0.0,0.0,0.0,0.0,0.0,0.0,562.0799999999999,867.8900000000001,1976.25,3779.7200000000003,5611.44,7061.71,8202.41,9021.91,9504.599999999999,9792.96,9940.37,10009.710000000001,10033.34,10041.210000000001,10043.7,10044.08,10044.08,10044.08,10044.08,IOWA_GRUNDY,19.239775622949768
36,2007,IOWA,GUTHRIE,5.06764554881304,4.17935155012251,141.21372703852302,57118.372083333335,554.4695833333335,4.94328757788162,29.401537431853583,200.62106877268303,15348.7,10878.779999999999,7174.835000000001,4418.780000000001,2576.5200000000004,1409.3350000000003,705.7900000000001,305.26,104.83,29.495000000000005,8.435,1.875,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,561.025,830.605,1866.16,3561.0249999999996,5430.71,7008.58,8154.295,8926.95,9435.064999999999,9759.26,9940.630000000001,10011.404999999999,10031.720000000001,10038.15,10039.895,10040.025000000001,10040.025000000001,10040.025000000001,10040.025000000001,IOWA_GUTHRIE,17.466979379511425
